country,category,url,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bahrain,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bahrain/flag-button-round-250.png,1403.45240161,1486.85899839,1566.08765342,1643.65066434,1726.63538364,1820.51053381,1912.71462098,2037.15977487,2173.94518742,2324.11964449,2454.79106258,2586.55668336,2742.7382318,2948.82537977,3185.28023899,3415.78936059,3627.12881206,3850.88581825,4127.11066802,4411.6941413,4745.63454288,5063.2654401,5387.07466894,5698.8821014,6070.7809599,6464.41807934,6882.28288815,7294.01659214
Bangladesh,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bangladesh/flag-button-round-250.png,153766.414446,145283.45476,147048.496915,146249.530606,145825.61193,148800.274233,147784.722173,149681.636298,150856.573467,153569.324786,158295.364872,164651.268963,171941.285669,181555.422106,188433.534494,197379.273219,207852.714315,218672.592921,226706.404629,231509.775681,237534.145091,244549.850693,253258.324516,263884.247656,276932.238146,292459.802523,308561.742877,327303.338657
Barbados,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/barbados/flag-button-round-250.png,2818.28816323,2960.16105445,3073.28060299,3199.71530868,3339.15107798,3428.93640117,3533.59921278,3688.33797265,3840.30050021,3988.20893856,4097.55700614,4168.05912347,4272.54058438,4378.86027102,4487.23188668,4595.19721997,4719.90951623,4890.22655344,5080.52306171,5268.03147795,5441.81449811,5588.58716489,5699.98330921,5850.71213163,5999.09649856,6132.5537777,6260.82905673,6390.35405763
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,121644.830584,125218.258521,128969.047395,133578.933275,134910.757627,137174.981829,137353.512757,138526.310365,140121.172569,142185.159741,140970.853529,144028.273122,148371.426732,149015.789444,151601.131478,156044.913974,157101.107432,159068.890664,163496.386689,168951.319151,174079.89715,178364.367546,175821.821938,180334.179251,184365.375463,185872.180746,190199.956091,194071.116312
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,226405.689632,233241.492037,242240.278635,249025.003081,255932.401106,260176.459612,262577.694051,267589.812411,270982.87102,273812.385796,277622.234634,282351.880696,288462.181018,293547.568946,298802.221955,303983.479797,306433.482669,312774.909043,318086.234445,322313.141266,326500.997965,331573.335308,337052.458316,343740.415066,347066.58657,353768.211499,355536.165934,357881.734265
Belize,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/belize/flag-button-round-250.png,530.355743748,559.661916397,582.71446206,605.783644976,628.31722476,663.086263147,705.796082614,743.664248564,784.331346829,819.040276424,839.648374185,879.537699259,920.511726105,978.20550571,1023.15693846,1069.79659762,1120.5266904,1176.9712089,1229.87483716,1283.47542837,1353.94226634,1421.3732542,1482.28248557,1540.80177825,1608.88952818,1690.40168993,1775.43420302,1856.4047806
Benin,Africa,https://cdn.countryflags.com/thumbs/benin/flag-button-round-250.png,9081.45929474,9381.17996609,9714.95224439,10000.7761656,10360.0225443,10732.2603679,11085.2208787,11364.3304916,11691.8881677,12035.9502149,12466.0777348,12930.335224,13511.3702804,13982.7511297,14498.5356966,14936.313802,15456.7813584,16002.6518766,16583.9635318,17300.130402,18024.120302,19048.9296794,20040.3960314,21076.046919,21776.615675,22562.2840833,23283.8250545,24077.8952173
Bhutan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bhutan/flag-button-round-250.png,835.549201791,836.791433025,848.327961265,856.735103795,868.550612156,881.345231527,887.573157386,905.601127068,915.057965706,922.350156913,936.772386408,946.77686376,958.855003721,980.835781485,1007.05337275,1036.43168173,1072.31063471,1120.28059353,1172.15570027,1232.81445984,1290.17116414,1354.69328044,1422.14123736,1486.85055029,1558.06847443,1629.35962315,1706.05737678,1776.53833233
Bolivia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bolivia/flag-button-round-250.png,22451.0759487,23336.2041263,24230.2622275,25309.7693465,26273.8930075,27381.0853838,28351.0138755,29659.7231388,30900.7602561,32217.0086154,33603.5784811,34789.4452249,36220.8177358,37471.9614456,38742.3830197,40121.0791058,41300.7509153,42853.2851405,44152.5430685,45458.5986389,46913.9112763,48399.5965409,49954.7369334,51629.2299199,53254.2958058,54943.044487,56791.3104126,58708.2547833
Bosnia & H.,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,36555.8066145,37953.0402353,38625.6536056,38546.8082214,38680.5843564,38391.6652353,38534.1115099,39769.6097961,41184.813343,43184.8575188,44717.6928381,46406.5778708,48349.9979012,50154.3159832,51970.0577037,53577.4260227,54728.4213921,56870.0204928,57003.6606912,57719.1171316,58421.2731714,58956.4079232,59399.3646761,60197.3308977,60800.2849493,61692.4221084,61925.0699068,62106.3379681
Botswana,Africa,https://cdn.countryflags.com/thumbs/botswana/flag-button-round-250.png,2814.08316342,2928.85097361,3044.05788423,3139.79464181,3209.43177324,3231.15571181,3198.61540686,3185.2321141,3194.16962978,3259.12186672,3373.96274132,3556.22552729,3821.25559993,4108.6178533,4389.73698941,4584.67226157,4800.12295043,5058.39432005,5511.22530418,5883.72437316,6164.1696928,6490.88451967,6763.75582892,7085.5447225,7422.78341387,7695.89065326,7920.88437469,8223.45638106
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,552795.855809,578062.925137,609143.689952,643584.292812,674900.549922,708163.330309,745082.903413,784102.479354,828057.380861,873105.539751,914592.928091,955002.0412,995515.161076,1038252.7768,1078935.50513,1114764.60272,1159532.56666,1205270.11605,1252019.45329,1301107.59205,1348845.1305,1397854.62853,1443864.51162,1488991.8852,1533043.31007,1585373.7548,1648118.03776,1712421.3108
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,3065.32906742,3150.99813982,3246.94263756,3357.5425684,3472.83595869,3594.50483609,3728.03552774,3883.60142009,4036.86626294,4211.6828211,4394.31638896,4581.28633489,4800.40641101,5028.34439894,5269.89006914,5503.29335483,5753.21266953,5994.67113972,6247.66616502,6497.44062549,6748.8563267,7000.65139144,7221.79645374,7459.47948354,7686.75162758,7929.29598987,8165.55133122,8377.2009602
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,127316.098651,127636.610836,128527.100605,127413.421696,129353.038007,130127.649202,132104.862134,135786.320923,135243.215543,136138.907464,139302.397061,141966.021302,145007.817768,147403.603775,150999.630805,154226.425119,157284.269496,158930.963871,160091.867561,162336.972366,165129.837924,167277.31224,168257.586902,170116.804743,174532.274046,174937.053979,176398.200057,177372.904117
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,25568.6672608,25633.143294,25783.5760482,25926.9783607,26040.0299404,26276.2971419,26597.6938119,27116.9333836,27737.4848055,28237.5945748,29011.8063133,29598.6728913,30425.2361712,31243.0308491,32134.5700112,33074.1479355,34278.3249987,35202.866468,36296.4544254,37361.0008772,39161.2370248,40746.1795669,42951.581536,45043.7170433,47433.7050568,49568.5686003,51872.4955014,53667.3309883
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,15801.6304476,15972.2955714,15764.4716601,16114.530571,16490.9239205,16536.1821934,16565.9796474,16453.693416,16310.4966294,16123.2928419,15774.4845681,15464.671346,15516.9097773,15677.8249806,16035.8813637,16451.0689917,16688.0759399,16904.5236962,17256.6523582,17805.9610443,18335.3841544,18884.795261,19464.3288312,20127.1365964,20660.7925566,21144.8766873,21435.7592078,22138.8483116
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,23604.76086,24046.0620534,24573.0602832,25178.639002,25740.0895438,26348.8410363,26905.6205832,27489.3507909,28102.3822017,28742.776234,29479.6554102,30272.9961326,31269.8567459,32348.3692641,33437.0955856,34485.0459161,35487.3415492,36552.8384617,37680.7414833,38954.8429222,40350.5776608,41958.8547306,43827.5099139,45642.0885553,47802.8146581,49945.0814349,52263.0059461,54420.1793905
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,22862.330266,23668.0738771,24642.020751,25586.9894153,26518.2746873,27496.0564034,28645.8071921,29847.0698141,31016.0595091,32298.9922114,33637.2465027,34880.6129229,36444.1613763,37806.8253823,39249.5236281,40818.0999181,42462.7953776,43831.121655,45496.2862795,47574.7083679,49421.9552494,51266.3310508,53052.2585681,54697.6205656,56390.439384,58353.8535512,60944.9887477,62999.4518573
Canada,North America,https://cdn.countryflags.com/thumbs/canada/flag-button-round-250.png,1197248.87303,1230921.97956,1265385.46139,1300763.63223,1334637.60222,1367883.01012,1403775.17177,1439639.98079,1479586.7815,1517547.18592,1551501.47939,1585310.09229,1624112.49277,1664704.07706,1704712.42799,1742842.02342,1775640.92156,1813609.89996,1853054.98105,1892248.22264,1931575.0425,1969134.67962,2017616.63977,2057550.88958,2112536.75387,2162946.96316,2201382.06998,2240623.26551
Cape Verde,Africa,https://cdn.countryflags.com/thumbs/cape-verde/flag-button-round-250.png,862.349634993,869.831377739,884.094743329,903.093307064,924.462142767,946.729928218,991.344560457,1039.32768279,1082.19309803,1132.89580698,1168.79952072,1205.60112091,1242.88629973,1280.72007313,1316.90041457,1359.70603148,1429.57105621,1484.04762123,1551.92155894,1620.76469765,1712.25319503,1778.81401886,1894.06622653,1971.16574881,2069.74569157,2156.87462039,2268.63150159,2366.219285
Central African Rep.,Africa,https://cdn.countryflags.com/thumbs/central-african-republic/flag-button-round-250.png,7141.94821031,7395.72420865,7535.32177992,7884.81393559,8074.23753045,8172.3969476,8480.56047205,8572.03498975,8835.90085649,9084.57241087,9136.78908763,9302.88736736,9533.66379468,9665.79478904,9805.89435146,9946.23411232,10246.5332274,10352.6788741,10478.6888701,10706.6638115,11036.2615041,11289.5648023,11373.6222147,11398.6548403,11378.7931586,11454.2773568,11527.2360878,11643.3414676
Chad,Africa,https://cdn.countryflags.com/thumbs/chad/flag-button-round-250.png,11548.0224564,11670.1447604,11980.6721438,12334.540101,12529.7194802,12805.4269214,13265.2872786,13608.5360588,13910.3453506,14321.6807803,14821.5139914,15410.3770901,16006.8415276,16701.5181316,17050.1264959,17501.8764273,18244.8350352,19051.4429795,19738.2370642,20458.9661588,21351.526973,22146.8842231,22927.7852835,23792.0419597,24668.4696556,25661.6381898,26717.7054783,27686.801765
Chile,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/chile/flag-button-round-250.png,92859.8565416,93526.7368781,95455.6130039,99961.0663355,104697.383589,108882.88865,112171.875772,115560.308026,120194.872383,124747.023031,128106.136638,135121.309513,138849.18981,145850.583651,151458.576104,156076.724349,161386.876607,167607.343584,172863.677128,183245.415046,190966.452739,197015.046576,204422.389142,213276.102995,221102.655015,231359.798895,240620.979275,248982.298698
China,Asia & the Pacific,https://cdn.countryflags.com/thumbs/china/flag-button-round-250.png,5921902.25299,6111630.80068,6302248.86716,6494060.61688,6684334.2632,6907134.81663,7137278.48652,7366428.97906,7597505.64842,7841394.08102,8067921.05139,8314724.20468,8609854.23025,8915460.29026,9333742.56737,9694799.54395,10128894.6885,10761454.4946,11568058.6212,12493121.4823,13424597.6906,14402224.8377,15543029.5579,16863174.4042,18456324.9058,20050803.9194,21462105.5541,22421327.8903
Colombia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/colombia/flag-button-round-250.png,132453.714393,142530.007208,151118.782648,159301.74269,169208.962134,177466.619668,185790.04651,191999.524569,200295.091257,209228.113424,217370.098106,225983.226093,238380.077141,242152.23757,250475.210961,257146.95158,269641.889224,278666.862643,292553.399272,308325.511089,321949.605643,332852.348556,349462.420412,364262.707656,381892.151021,401068.49925,420777.36782,439379.817967
Comoros,Africa,https://cdn.countryflags.com/thumbs/comoros/flag-button-round-250.png,1435.93983599,1466.9860662,1496.50628401,1529.11607426,1565.67416512,1597.51766204,1622.19826102,1643.88481872,1666.03675481,1673.85602605,1695.24440172,1713.70347453,1751.07492659,1794.42076053,1836.24091044,1886.44848499,1958.93512749,2026.28436955,2112.34865503,2176.67353507,2246.46578763,2315.12828285,2387.20664742,2426.43309353,2494.45307348,2547.6074741,2602.8894617,2678.69179983
Congo,Africa,https://cdn.countryflags.com/thumbs/congo-republic-of-the/flag-button-round-250.png,6826.19673691,6991.04382622,7161.29384994,7424.34477284,7976.72511925,8307.6190133,8739.06799206,9037.44846456,8991.40128694,9256.32901149,9363.44101447,9319.24735866,9484.11967899,9921.89385232,10330.3647376,10849.4075752,11250.0253069,11679.6104618,12166.10292,12487.0841292,12921.5183322,13305.2713506,13907.5856363,14453.813638,15076.7757887,15656.4274976,16260.2640042,17005.4631266
Costa Rica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/costa-rica/flag-round-250.png,15435.0947193,16332.3391212,17141.772144,17933.8759801,19108.053346,20382.7470228,21000.127984,21824.0184829,22881.3758885,23938.798997,24756.4336961,26467.9792202,27627.3432735,28966.8311528,30533.9546272,31814.2182557,34004.2699955,34508.3323677,37179.7879258,40112.2027037,43807.6401087,45583.7132901,47827.9140736,50363.1866916,52733.9944616,55758.5941077,59195.4604557,61778.7519204
Cote d'Ivoire,Africa,https://cdn.countryflags.com/thumbs/cote-d-ivoire/flag-button-round-250.png,16136.3132221,16775.8434069,17448.0558499,18350.1951079,19168.5120667,20073.3367086,20978.9298357,21941.4027219,23108.5744361,24190.8035581,25178.831562,25967.8632786,26655.9058243,27538.6438944,28432.1850552,29378.5184295,30622.8305171,31528.0506198,32503.8557285,33428.4924139,34610.4783332,35785.5701638,37722.1002663,39657.984017,41226.727117,42997.4189073,44312.5658723,45795.0008005
Croatia,Europe,https://cdn.countryflags.com/thumbs/croatia/flag-button-round-250.png,94073.60462,93864.9141736,94423.187182,94825.8914703,95256.4957486,95835.0093918,98983.5739776,102361.268547,104827.993595,107396.985033,108795.174622,110146.964445,112892.158549,115641.981207,117156.024268,119887.218042,121742.760999,126104.136019,130979.40716,131644.942425,134073.805453,136108.426481,137877.421026,138862.789441,141460.655867,144008.578282,140748.900927,139083.661165
Cuba,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/cuba/flag-button-round-250.png,91258.4185439,94574.7413348,97886.2393713,100771.258738,103365.886747,105893.042103,107856.81821,109686.712811,114282.908614,118121.497028,121903.784492,126671.046601,129845.79635,136690.677302,143114.967184,150215.449808,153265.003021,158088.664503,163465.543879,168077.378305,173492.734223,176143.197752,184055.101781,191106.837202,197672.282851,207066.425174,215027.13849,221622.628168
Cyprus,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cyprus/flag-button-round-250.png,7419.79862121,7711.63200988,8135.67858181,8631.31180238,9144.8203591,9447.60927892,9780.58478281,10309.4443002,11122.095859,12090.7560478,12969.8610428,13669.6842044,14591.1351185,15648.4038116,16822.1526593,18042.0657029,19537.8413595,21143.3552733,22470.4599273,23616.9005774,24541.348638,25431.7502471,26273.5876295,27128.4157684,27875.3428124,28450.6709154,28887.2987098,29335.9406752
Czech Rep.,Europe,https://cdn.countryflags.com/thumbs/czech-republic/flag-button-round-250.png,198462.268152,203501.134291,209397.759887,215487.501619,224544.549869,233174.095081,235965.310558,242469.017579,245041.993549,250218.53328,256344.720955,260907.664881,266525.599983,276198.96576,279599.554606,284657.22333,287777.460049,293387.814285,300281.815036,304751.492766,308863.096731,313124.784609,317234.503188,320685.951207,322088.78351,326520.682101,330855.334424,332365.175817
DR Congo,Africa,https://cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-button-round-250.png,81005.9967086,83763.3136115,86144.1514995,88038.4686455,89383.4524361,91680.3113646,94496.054136,94446.4597239,96925.0139343,99096.9064488,101437.886847,103242.09194,105491.603042,108808.120578,110754.470035,112379.94847,115056.420672,117767.700382,121211.40063,125011.140723,128919.840163,133481.361957,138203.024866,143325.656899,148960.16512,154532.885283,160564.114808,167186.863278
Denmark,Europe,https://cdn.countryflags.com/thumbs/denmark/flag-button-round-250.png,112775.805791,115304.579955,118780.257802,122567.119228,127031.660155,129873.484935,132394.214826,135345.456983,137776.073266,143652.492153,143766.718806,147648.399094,153139.74988,157444.848072,161993.384748,165229.488513,172512.228203,181128.42755,187805.451443,194517.271438,199423.669516,200691.38762,203761.046973,206581.260421,209426.588848,212031.921142,215998.934183,217934.284927
Djibouti,Africa,https://cdn.countryflags.com/thumbs/djibouti/flag-button-round-250.png,1187.28107615,1230.72218699,1287.12599573,1356.4582579,1425.89285331,1495.55791297,1559.54451896,1626.31820397,1688.33857458,1745.30762748,1788.41494562,1840.97919093,1918.20235993,2000.65167872,2081.74473572,2150.11889214,2232.00491426,2314.69594189,2403.27221265,2509.9341294,2618.95069865,2744.78814241,2884.47034469,3036.16430826,3186.575495,3357.16656237,3540.70293435,3734.90638703
Dominica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominica/flag-button-round-250.png,582.676296228,601.296771204,616.030481718,629.112663237,642.237129441,655.096253578,673.086164126,692.070862471,713.238054839,731.458777262,744.034565693,755.432618207,768.038667636,780.858838096,792.347649886,805.784472229,822.387891511,831.053945518,843.458165467,861.271249863,882.775784296,908.368827092,930.219940714,955.605789543,982.592740318,1006.73987309,1029.07374735,1055.44350551
Dominican Rep.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominican-republic/flag-button-round-250.png,18256.0075581,19366.4389634,20707.6768519,22022.8993672,23743.9603543,25362.2360035,27124.032018,29018.6516699,30505.3037115,31904.7283356,32804.1150193,33874.9345574,35064.8667641,36812.4147457,38800.2228119,40762.0705459,42551.8222039,44375.7152381,45615.7322556,46908.7703854,48250.647255,50258.6236267,52855.0306544,56046.3659358,59500.3529214,62978.8820136,66029.560407,68699.7531369
Ecuador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/ecuador/flag-button-round-250.png,26646.7703106,28323.7617554,29710.3438525,30908.621315,31757.4026056,32288.4219161,34263.3273456,35852.0288867,39013.2053159,41052.925611,43191.4658256,44759.845043,50069.9818013,54783.6965902,58211.1824625,62609.0867152,66619.9819595,70113.4855726,73632.8557791,76487.7772208,79395.0340945,83046.8297506,85899.9970924,88141.2894056,90573.8331981,93144.4938565,97312.4581789,100582.946115
Egypt,Africa,https://cdn.countryflags.com/thumbs/egypt/flag-button-round-250.png,139217.054907,143891.769854,148753.63621,154667.34624,160264.472465,165314.337188,171743.855235,179261.529799,186879.471173,195279.103109,202938.747136,214387.58603,225623.526435,238354.329593,249914.480166,259554.648052,268995.433178,276721.971401,285993.382703,295769.981841,305604.638795,315779.560384,327005.878643,336484.158073,349578.968065,365993.830646,380884.33212,395855.624451
El Salvador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/el-salvador/flag-button-round-250.png,15935.5178749,16867.8577785,18172.6925926,18855.6974887,20559.0316695,20644.2132594,22399.326006,23727.7339844,24767.0923046,26324.9466669,26756.2889746,27649.3074174,28903.1743402,29880.6947811,31232.8507279,32505.53789,32937.2488845,34575.0652729,34822.9450499,35872.834772,36339.0836434,37289.6374775,37599.9915224,38953.7311853,40344.4270488,41559.9833824,42822.3669086,44085.3380187
Equatorial Guinea,Africa,https://cdn.countryflags.com/thumbs/equatorial-guinea/flag-button-round-250.png,1140.67238944,1168.41389037,1183.42618415,1212.84088765,1241.32952977,1278.80577336,1318.18710713,1305.9960468,1325.42579631,1354.98340954,1383.01979326,1398.00326465,1426.60451918,1495.38335573,1537.67482038,1635.90104915,1773.91667187,1852.83897625,1938.55235643,2044.08079139,2125.58563108,2205.91539809,2325.98267692,2433.08189709,2592.81799092,2728.01452577,2878.47645106,3039.6713375
Eritrea,Africa,https://cdn.countryflags.com/thumbs/eritrea/flag-button-round-250.png,8145.63102549,7888.48122727,8533.11839664,9248.28671295,10043.8559051,10702.6477163,11073.7156366,11343.6776768,11593.0524666,11365.3908763,11802.4419919,12450.4458043,13405.9182156,14283.8911449,14664.5968652,14978.9948974,15264.0741468,15621.3981194,16005.6080769,16249.0865119,16509.4009879,16847.7886627,17173.5870618,17520.1505569,17929.7896951,18372.1973038,18879.9615197,19413.7575841
Estonia,Europe,https://cdn.countryflags.com/thumbs/estonia/flag-button-round-250.png,23231.7561648,23903.7043255,24075.2263575,24945.5049647,25539.8221382,24998.6440423,24407.7183526,24808.1492588,25837.1348731,26106.9703812,26850.7737092,27570.2295669,28324.0170325,29794.7289565,31038.8092518,32211.7947404,33417.5049868,34746.2656168,35426.0612967,36051.6613872,36218.8418793,36987.8312944,38064.5784275,38895.1039117,39938.4314977,40452.8215203,40582.8096845,40622.040623
Ethiopia,Africa,https://cdn.countryflags.com/thumbs/ethiopia/flag-button-round-250.png,134323.606851,139030.471159,143555.216559,147580.941499,150431.282622,152329.687671,152205.170749,152549.012904,150118.357239,147540.35589,146166.797071,147443.506877,147180.747789,147829.218082,149393.549891,150917.338596,153135.429984,156431.367747,160208.144184,164738.506395,168551.793945,173071.738104,176950.083808,181525.70193,187804.847867,193333.210784,199244.370165,208250.641144
Fiji,Asia & the Pacific,https://cdn.countryflags.com/thumbs/fiji/flag-button-round-250.png,2974.70230053,3043.40613205,3091.29887371,3144.74126164,3191.04540329,3262.01770398,3330.27299198,3388.70543874,3422.78273647,3503.63752425,3583.73880158,3610.48230558,3682.46841358,3802.4451555,3901.12894538,4048.35030723,4244.42263708,4466.0905174,4669.3980701,4828.39763486,4951.775251,5043.59197068,5166.37552498,5294.22658168,5411.52889616,5539.29325326,5669.03115806,5793.58918624
Finland,Europe,https://cdn.countryflags.com/thumbs/finland/flag-button-round-250.png,95395.2042336,98344.2843159,102320.218135,106125.197102,109180.384663,113610.620287,116997.90819,122045.881913,126739.221622,131388.335844,135467.829112,138662.038683,142956.102967,147879.067179,154068.008304,157453.698508,160271.529498,165236.123183,170179.424285,174326.406571,177726.819367,181065.836025,185560.700444,190445.120932,194859.674481,198420.86246,203729.060832,207472.628104
