country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,Jun 01,Jun 02,Jun 03,Jun 04,Jun 05,Jun 06,Jun 07,Jun 08,Jun 09,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Jun 30,Jul 01,Jul 02,Jul 03,Jul 04,Jul 05,Jul 06,Jul 07,Jul 08,Jul 09,Jul 10,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Aug 01,Aug 02,Aug 03,Aug 04,Aug 05,Aug 06,Aug 07,Aug 08,Aug 09,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Sep 01,Sep 02,Sep 03,Sep 04,Sep 05,Sep 06,Sep 07,Sep 08,Sep 09,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Oct 01,Oct 02,Oct 03,Oct 04,Oct 05,Oct 06,Oct 07,Oct 08,Oct 09,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,Nov 01,Nov 02,Nov 03,Nov 04,Nov 05,Nov 06,Nov 07,Nov 08,Nov 09,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30,Dec 01,Dec 02,Dec 03,Dec 04,Dec 05,Dec 06,Dec 07,Dec 08,Dec 09,Dec 10,Dec 11,Dec 12,Dec 13,Dec 14,Dec 15,Dec 16,Dec 17
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,,,,0.0,0.001,,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.007,0.008,0.01,0.013,0.015,0.02,0.023,0.027,0.035,0.043,0.052,0.058,0.067,0.072,0.078,0.089,0.097,0.106,0.117,0.122,0.128,0.134,0.141,0.153,0.164,0.175,0.181,0.189,0.206,0.219,0.245,0.262,0.276,0.295,0.311,0.339,0.368,0.391,0.423,0.465,0.499,0.54,0.592,0.64,0.709,0.763,0.834,0.882,0.93,0.972,1.043,1.104,1.156,1.207,1.288,1.343,1.408,1.463,1.522,1.59,1.649,1.698,1.768,1.823,1.885,1.958,2.03,2.085,2.138,2.204,2.237,2.294,2.353,2.427,2.509,2.57,2.679,2.759,2.851,2.932,3.033,3.103,3.178,3.239,3.322,3.394,3.464,3.524,3.606,3.679,3.754,3.814,3.872,3.956,4.052,4.127,4.185,4.247,4.31,4.369,4.427,4.491,4.551,4.621,4.678,4.754,4.809,4.878,4.942,5.0,5.045,5.095,5.136,5.183,5.241,5.293,5.34,5.406,5.449,5.494,5.542,5.612,5.677,5.724,5.766,5.804,5.826,5.901,5.971,6.066,6.145,6.226,6.291,6.34,6.458,6.55,6.632,6.683,6.737,6.794,6.858,6.932,7.047,7.149,7.243,7.342,7.426,7.478,7.588,7.692,7.808,7.921,7.999,8.062,8.117,8.205,8.295,8.38,8.473,8.548,8.596,8.645,8.728,8.802,8.876,8.956,9.033,9.098,9.154,9.225,9.287,9.367,9.445,9.515,9.58,9.627,9.705,9.761,9.836,9.902,9.974,10.025,10.068,10.138,10.216,10.285,10.365,10.438,10.497,10.549,10.609,10.669,10.738,10.807,10.884,10.939,10.994,11.07,11.151,11.223,11.303,11.371,11.426,11.472,11.535,11.594,11.657,11.727,11.792,11.83,11.886,11.963,12.029,12.094,12.152,12.221,12.271,12.32,12.38,12.434,12.516,12.572,12.633,12.667,12.694,12.737,12.778,12.826,12.883,12.945,12.984,13.008,13.054,13.098,13.144,13.202,13.25,13.282,13.318,13.362,13.404,13.443,13.507,13.558,13.595,13.628,13.675,13.722,13.77,13.828,13.881,13.922,13.954,13.998,14.055,14.11,14.173,14.234,14.278,14.318,14.381,14.436,14.499,14.572,14.627,14.701,14.751,14.811,14.887,14.971,15.05,,,,,
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.002,0.004,0.004,0.005,0.005,0.007,0.007,0.007,,0.01,0.013,0.014,0.015,0.017,0.022,0.027,0.035,0.039,0.042,0.046,0.055,0.065,0.074,0.086,0.099,0.112,0.121,0.135,0.171,0.214,0.252,0.307,0.362,0.453,0.523,0.642,0.736,0.846,0.941,1.082,1.257,1.415,1.581,1.815,2.093,2.41,2.691,3.08,3.439,3.862,4.331,4.786,5.295,5.687,6.145,6.665,7.148,7.543,8.066,8.808,9.45,9.981,10.781,11.601,12.586,13.454,14.202,14.977,15.645,16.353,17.264,18.075,18.929,19.771,20.661,21.398,22.236,23.014,23.925,24.788,25.681,26.64,27.244,28.023,28.934,29.95,30.832,31.48,32.016,32.382,32.885,33.725,34.391,35.158,35.679,36.07,36.411,37.053,37.804,38.396,39.1,39.559,40.047,40.68,41.45,42.187,42.912,43.763,44.253,44.518,45.265,46.069,46.965,47.852,48.841,49.46,49.94,50.739,51.625,52.769,53.843,55.091,55.963,56.684,57.735,58.966,60.234,61.558,62.749,63.841,64.581,65.737,66.955,68.214,69.321,70.591,71.625,72.22,73.236,74.509,75.742,77.092,78.548,79.672,80.841,82.068,83.583,85.276,86.904,88.467,89.841,91.367,92.772,94.214,95.633,96.927,98.314,99.652,100.886,101.939,103.349,104.797,106.272,107.73,108.908,109.826,110.828,112.017,113.305,114.643,116.022,117.275,118.239,119.319,120.669,122.223,123.805,125.512,126.786,127.806,128.873,130.144,131.603,132.902,134.3,135.328,135.968,136.825,137.928,139.214,140.454,142.046,143.199,143.815,144.725,145.951,147.169,148.341,149.738,150.63,151.083,151.954,153.087,154.216,155.227,156.316,157.192,157.658,158.434,159.435,160.533,161.512,162.602,163.413,163.874,164.648,165.723,166.687,167.589,168.568,169.266,169.658,170.445,171.484,172.469,173.371,174.39,175.121,175.548,176.322,177.377,178.321,179.277,180.369,181.171,181.659,182.504,183.568,184.659,185.646,186.852,187.855,188.551,189.507,190.893,192.317,193.707,195.324,196.725,197.686,198.786,200.397,202.251,204.085,205.988,207.632,208.852,210.086,212.01,213.849,215.761,217.835,219.895,221.589,223.278,225.871,228.522,231.311,234.148,236.637,238.61,240.824,243.98,247.247,250.417,253.709,256.442,258.721,261.233,264.589,267.832,271.101,274.407,277.086,279.215,281.522,284.537,287.816,291.02,293.933,296.415,298.429,300.746,303.537,306.253,
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.423,,,,,,,16.203,,,,,,20.815,,,,,,,24.6,,,,,,,30.016,,,,,,42.092,,,,,,,,50.324,,,,,,,57.209,,,,,,,69.824,,,,,,,83.533,,,,,,,98.488,,,,,,,116.978,,,,,,,129.522,,,,,,,148.096,,,,,,,172.559,,,,,,,199.997,,,,,,,225.815,,,,,,,252.015,,,,,,,,275.352,,,,,,,298.432,,,,,,313.283,,,,,,,353.532,,,,,,,389.909,,,,,,,,426.996,,,,,,460.152,,,,,,,493.227,,,,,,,525.16,,,,,,,562.41,,,,,,,595.907,,,,,,,629.023,,,,,,,663.047,,,,,,,695.155,,,,,,,722.672,,,,,,,760.316,,,,,,,796.339,,,,,,,826.34,,,,,,,859.961,,,
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.069,0.081,0.095,0.108,0.128,0.146,0.163,0.174,0.21,0.263,0.292,0.35,0.392,0.447,0.514,0.595,0.639,0.722,0.809,0.87,1.037,1.174,1.306,1.38,1.506,1.666,1.884,2.151,2.497,2.776,2.966,3.231,3.605,3.914,4.336,4.734,5.023,5.266,5.504,5.768,6.311,6.925,7.501,8.11,8.56,9.053,9.689,10.517,11.221,12.105,12.991,13.572,13.896,14.898,15.738,16.681,17.358,17.624,17.914,18.291,19.16,20.105,20.965,21.681,21.954,22.098,22.475,23.268,24.161,24.892,25.64,26.094,26.271,26.645,27.263,27.8,28.304,28.713,29.015,29.134,29.402,29.922,30.353,30.691,31.32,31.614,31.664,32.84,33.268,33.659,33.994,34.478,34.694,34.723,34.879,35.162,35.437,35.668,35.944,36.032,36.041,36.196,36.409,36.553,36.701,36.935,36.99,36.997,37.119,37.349,37.52,37.798,38.093,38.263,38.275,38.418,38.796,39.109,39.439,39.845,39.993,40.002,40.162,40.569,40.988,41.385,41.913,42.089,42.14,42.353,42.757,43.185,43.526,43.921,43.996,44.001,44.611,45.082,45.495,45.87,46.287,46.427,46.467,46.75,47.171,47.51,47.908,48.437,48.544,48.684,48.926,49.391,49.879,50.332,50.9,51.095,51.199,51.465,52.038,52.54,53.042,53.634,54.003,54.091,54.381,55.056,55.685,56.28,56.982,57.297,57.467,57.853,58.602,59.268,60.066,60.882,61.239,61.347,61.853,62.298,62.942,63.816,64.906,65.356,65.525,66.055,67.027,67.947,68.728,69.862,70.426,70.687,71.479,72.072,72.809,73.824,74.878,75.508,75.866,76.354,77.495,78.45,79.465,80.652,81.688,82.046,82.515,83.861,85.541,86.974,88.712,90.281,90.9,91.587,93.177,94.92,96.777,98.814,100.455,101.187,102.114,103.987,106.277,108.843,111.024,113.012,113.933,115.022,117.555,119.271,121.719,124.197,127.136,128.267,129.347,132.029,134.659,137.691,141.002,145.022,148.956,152.435,154.885,157.241,159.368,162.256,165.089,165.997,167.245,169.606,171.911,173.877,175.845,177.043,177.368,178.803,179.872,181.321,183.123,185.056,186.098,186.423,187.622,189.48,191.444,193.445,195.257,196.638,196.832,198.296,200.336,202.216,204.271,206.592,207.909,208.535,210.411,212.843,215.614,217.618,220.907,222.737,223.268,225.264,228.326,231.059,
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,1.858,2.434,2.875,3.158,3.577,4.117,4.61,5.18,5.777,6.196,6.548,7.153,7.751,8.319,8.836,9.503,9.983,10.269,10.81,11.43,11.957,12.468,13.04,13.355,13.59,14.168,14.752,15.303,15.896,16.489,16.764,17.03,17.291,17.852,18.345,18.918,19.52,19.849,20.107,20.672,21.374,21.984,22.616,23.175,23.557,23.862,24.19,24.824,25.469,26.119,26.466,26.706,27.002,27.646,28.343,28.85,29.355,29.921,30.221,30.48,31.048,31.6,32.073,32.565,33.119,33.365,33.595,34.138,34.61,35.047,35.471,35.797,35.961,36.084,36.447,36.836,37.139,37.479,37.774,37.901,38.019,38.336,38.724,39.122,39.521,39.865,39.975,40.076,40.468,40.823,41.187,41.525,41.894,42.034,42.136,42.409,42.883,43.341,43.775,44.327,44.696,44.822,45.295,45.883,46.466,46.871,47.294,47.594,47.738,48.26,48.933,49.51,50.122,50.82,51.165,51.42,52.059,52.832,53.444,54.112,54.675,54.939,55.156,55.737,56.272,56.768,57.255,57.749,57.98,58.158,58.598,59.151,59.601,60.009,60.45,60.722,60.883,61.304,61.746,62.168,62.61,63.039,63.219,63.349,63.777,64.246,64.617,64.979,65.378,65.524,65.679,66.188,66.726,67.137,67.588,68.085,68.269,68.458,69.008,69.533,70.095,70.622,71.201,71.567,71.784,72.487,73.179,73.804,74.447,75.086,75.456,75.739,76.42,77.193,77.988,78.822,79.643,80.226,80.566,81.326,82.558,83.755,85.082,86.617,87.479,88.013,89.094,90.596,92.073,93.784,95.26,96.361,96.834,97.958,99.216,100.586,102.339,103.674,104.596,105.033,106.179,107.81,109.205,110.783,112.174,113.108,113.605,114.812,116.736,118.493,120.264,122.362,,124.46,126.051,128.409,130.952,133.451,136.147,137.958,139.227,141.308,144.141,147.131,150.375,153.754,156.533,158.304,161.073,164.666,168.131,171.194,174.421,176.734,177.813,180.019,183.055,185.937,188.772,191.822,193.707,194.699,196.843,200.458,203.713,206.484,209.687,211.4,212.262,214.824,218.101,221.375,224.104,227.269,228.92,229.759,232.451,236.329,239.884,243.053,246.39,248.143,249.047,251.87,255.322,256.029,262.538,265.589,267.381,268.223,271.195,274.563,277.646,280.75,283.698,284.971,285.779,288.489,291.654,294.708,
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","",0.001,,,,0.001,,0.001,0.001,,,,,0.002,0.002,,,,0.002,,0.002,,,,,0.003,0.003,,,0.003,0.004,,,,0.011,0.014,0.016,0.017,0.025,0.041,0.049,0.052,0.081,0.109,0.125,0.157,0.216,0.262,,0.345,0.481,0.539,0.6,0.648,0.693,0.747,0.809,0.849,0.909,0.959,0.98,,1.075,1.161,1.231,1.265,1.35,1.411,1.467,1.526,1.603,1.7,1.824,1.934,2.049,2.14,2.256,2.421,2.569,2.715,2.843,3.009,3.128,3.324,3.499,3.668,3.89,4.144,4.342,4.52,4.711,4.926,5.189,5.464,5.755,6.004,6.233,6.514,6.795,7.108,7.411,7.771,8.01,8.238,8.529,8.859,9.156,9.516,9.844,10.062,10.218,10.707,11.056,11.468,11.834,12.226,12.523,12.84,13.252,13.837,14.346,15.034,15.513,15.901,16.323,16.834,17.34,17.88,18.343,18.917,19.372,19.77,20.357,20.707,21.252,21.811,22.392,22.816,23.315,23.89,24.617,25.175,25.781,26.423,26.927,27.483,28.106,28.767,29.425,30.216,30.858,31.431,32.163,32.784,33.731,34.687,35.552,36.325,37.003,37.646,38.411,39.2,40.012,40.85,41.676,42.248,42.775,43.594,44.38,45.263,46.044,46.768,47.248,47.727,48.444,49.201,49.901,50.616,51.203,51.572,51.901,52.491,53.109,53.679,54.297,54.808,55.093,55.287,55.564,55.902,56.503,56.957,57.338,57.591,57.839,58.266,58.681,59.089,59.605,59.914,60.093,60.343,60.682,61.003,61.244,61.592,61.962,62.28,62.477,62.836,63.18,63.493,63.799,64.075,64.222,64.428,64.795,65.141,65.491,65.805,66.069,66.24,66.436,66.789,67.166,67.504,67.86,68.144,68.248,68.525,68.856,69.166,69.418,69.609,69.863,70.015,70.217,70.612,70.969,71.317,71.684,71.99,72.171,72.417,72.814,73.171,73.515,73.989,74.314,74.499,74.761,75.179,75.56,75.968,76.349,76.708,76.987,77.246,77.693,78.128,78.523,78.874,79.212,79.405,79.7,80.133,80.555,80.946,81.32,81.649,81.825,82.089,82.512,82.916,83.305,83.684,83.975,84.188,84.479,84.942,85.375,85.77,86.166,86.5,86.715,87.017,87.501,87.914,88.403,88.841,89.211,89.453,89.795,90.291,90.764,,,,,,,92.746,93.31,93.847,94.298,94.622,95.096,95.943,96.705,97.449,98.127,98.791,99.214,99.826,100.638,101.355
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,0.0,0.0,,0.0,,0.001,0.001,0.004,,0.005,,0.007,0.008,,0.012,0.014,0.017,0.022,0.033,0.046,0.054,0.071,0.099,0.113,0.134,0.147,0.154,0.159,0.181,0.203,0.237,0.289,0.383,0.441,0.558,0.716,0.9,1.131,1.384,1.671,1.892,2.138,2.455,2.666,2.858,3.213,3.476,3.677,3.835,4.099,4.338,,4.5,,,5.062,,,5.678,5.874,6.082,6.188,6.328,6.498,6.702,6.838,7.056,7.243,,7.444,7.679,7.899,8.072,8.277,,8.615,8.729,8.907,9.131,9.347,9.514,9.682,9.769,9.857,10.002,10.133,10.23,10.382,,10.667,10.748,10.889,11.037,11.193,11.311,,,11.562,11.689,11.818,,11.983,12.075,12.14,12.205,12.315,12.387,12.502,12.6,12.695,,12.826,12.962,13.192,13.473,13.787,,14.238,14.377,14.602,14.825,15.03,15.255,15.464,,15.747,15.944,16.224,16.507,16.785,17.098,17.311,17.502,17.768,18.12,18.445,18.767,19.063,19.237,19.385,19.671,20.007,20.312,20.621,20.897,21.045,21.161,21.4,21.676,21.923,22.175,22.42,22.555,22.678,22.894,23.179,23.437,23.669,23.872,24.043,24.214,24.439,24.687,24.892,25.087,25.302,,25.561,25.796,26.053,26.29,26.553,,26.923,27.043,27.235,27.463,27.657,27.851,28.034,28.152,28.26,28.448,28.678,28.856,29.058,29.237,29.33,29.417,29.594,29.803,29.983,30.144,30.302,30.398,30.474,30.643,30.812,30.983,31.141,31.294,31.361,31.44,31.605,31.779,31.931,32.085,32.255,32.374,32.486,32.609,32.847,33.14,33.472,33.809,34.009,34.259,34.63,35.045,35.451,35.831,36.187,36.399,36.666,37.105,37.519,37.938,,38.717,38.938,39.091,39.453,39.901,40.308,40.761,41.109,41.264,41.419,41.687,41.994,42.255,42.539,42.803,42.958,43.087,43.338,43.62,43.851,44.095,44.312,44.425,44.524,44.724,44.908,45.025,45.13,45.224,45.334,45.445,45.694,45.952,46.185,46.413,46.533,46.64,46.742,46.98,47.261,47.445,47.632,47.811,47.919,48.03,48.215,48.45,48.675,48.922,49.129,49.239,49.377,49.632,49.934,50.163,50.437,50.69,50.826,50.93,51.182,51.454,51.662,51.896,52.098,52.219,52.339,52.587,52.816,53.063,53.274,53.494,53.648,53.821,54.117,54.451,54.776,55.107,55.499,55.684,55.895,56.342,56.77,57.202,57.597,57.992,58.205,58.472,58.887,59.33,59.804,60.336,60.743,60.995,61.272,61.441,61.99,62.517,63.07,63.647,64.063,64.518,,66.199,67.089
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.736,,,,,,1.858,1.877,1.916,,1.961,1.974,1.985,,,,,,,,,2.251,2.293,,,,,,,,,,,,2.587,,2.675,,,2.749,2.8,2.832,,,,3.008,,3.069,3.107,3.154,,3.245,3.282,,3.346,3.4,3.449,3.486,3.508,,3.597,3.614,3.667,3.74,,3.826,3.863,3.89,3.938,,,4.104,,4.201,,,4.325,4.403,4.452,,4.555,4.592,,4.678,4.743,,,4.902,4.937,,5.026,5.079,5.137,,5.233,5.278,5.331,,5.459,5.536,,5.583,,,,,,5.695,,5.716,,,5.755
Spain,Europe,https://cdn.countryflags.com/thumbs/spain/flag-button-round-250.png,"","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.896,,,,,,,,,,22.148,,,,,,,28.898,,,,,,,34.76,,,,,,,41.053,,,,,,,47.514,,,,,,,54.245,,,,,,,60.376,,,,,,,65.485,,,,,,,70.375,,,,,,,74.22,,,,,,,77.948,,,,,,,82.338,,,,,,,87.128,,,,,,,92.975,,,,,,,99.508,,,,,,,106.597,,,,,,,114.797,,,,,,,125.12,,,,,,,137.238,,,,,,,150.633,,,,,,,168.954,,,,,,,183.569,,,,,,,199.743,,,,,,,216.475,,,,,,,233.624,,,,,,,249.805,,,,,,,271.609,,,,,,,296.878,,,,,,,321.821,,,,,,,346.949,,,,,,,369.763,,,,,,,390.317,,,,,,,409.869,,,,,,,425.541,,,,,,,
Sri Lanka,Asia & the Pacific,https://cdn.countryflags.com/thumbs/sri-lanka/flag-button-round-250.png,"","","","","","",,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.006,0.01,0.013,0.017,0.024,0.029,0.037,0.042,0.049,0.057,0.064,0.072,0.078,0.084,0.091,0.096,0.102,0.109,0.12,0.13,0.142,0.156,0.17,0.185,0.204,0.22,0.238,0.251,0.27,0.288,0.316,0.336,0.352,0.374,0.4,0.433,0.457,0.49,0.52,0.55,0.587,0.64,0.681,0.719,0.769,0.856,0.91,0.982,1.047,1.099,1.177,1.254,1.302,1.372,1.426,1.498,1.583,1.65,1.709,1.759,1.809,1.851,1.92,1.964,2.015,2.073,2.118,2.167,2.219,2.294,2.386,2.479,2.561,2.624,2.677,2.763,2.843,2.905,2.986,3.052,3.102,3.185,3.283,3.371,3.456,3.514,3.594,3.676,3.75,3.817,3.895,3.96,4.015,4.067,4.144,4.203,4.268,4.332,4.402,4.441,4.496,4.549,4.606,4.669,4.727,4.794,4.87,4.908,4.971,5.035,5.095,5.161,5.232,5.271,5.299,5.36,5.435,5.49,5.556,5.638,5.701,5.806,5.867,5.974,6.089,6.202,6.329,6.417,6.519,6.609,6.71,6.789,6.883,6.967,7.062,7.148,7.201,7.264,7.329,7.408,7.483,7.57,7.642,7.721,7.787,7.83,7.881,7.931,7.994,8.078,8.149,8.285,8.404,8.531,8.645,8.778,8.851,8.943,9.108,9.213,9.347,9.476,9.607,9.732,9.858,9.969,10.102,10.235,10.363,10.46,10.559,10.65,10.767,10.868,10.985,11.096,11.204,11.284,11.347,11.447,11.53,11.644,11.759,11.854,11.957,12.024,12.132,12.253,12.345,12.425,12.533,12.585,12.65,12.782,12.87,12.989,13.064,13.179,13.266,13.331,13.443,13.524,13.595,13.693,13.798,13.852,13.94,14.168,14.43,14.655,14.991,15.341,15.68,15.987,16.294,16.705,17.086,17.487,17.931,18.263,18.596,18.982,19.392,19.77,20.212,20.641,21.054,21.503,21.916,22.455,22.909,23.384,23.945,24.492,24.956,25.454,25.982,26.534,27.077,27.573,27.946,28.333,28.809,29.281,29.729,30.367,30.887,31.387,31.795,32.314,32.795,33.328,33.851,34.416,34.915,35.263,35.749,36.314,36.935,37.492,38.102,38.664,39.013,39.64,40.276,40.911,41.553,42.213,42.859,43.381,44.05,44.723,45.371,46.185,46.896,47.526,47.963,48.676,49.292,49.947
