date,name,category,value,lastValue
13,BlackBerry OS,,0.19,0.16
13,Samsung,,0.03,0.03
13,Nokia,,0,0
13,Chrome OS,,0,0
13,Playstation,,0.15,0.17
13,Sony Ericsson,,0.11,0.11
13,KaiOS,,0,0
13,bada,,0,0
13,Tizen,,0,0
13,LG,,0,0
13,Xbox,,0,0
13,Nintendo,,0.02,0.02
14,Windows,,91.36,91.78
14,Android,,0.12,0.09
14,iOS,,0.59,0.58
14,OS X,,5.67,5.53
14,Linux,,0.77,0.73
14,SymbianOS,,0.68,0.56
14,BlackBerry OS,,0.25,0.19
14,Samsung,,0.03,0.03
14,Nokia,,0,0
14,Chrome OS,,0,0
14,Playstation,,0.15,0.15
14,Sony Ericsson,,0.12,0.11
14,KaiOS,,0,0
14,bada,,0,0
14,Tizen,,0,0
14,LG,,0,0
14,Xbox,,0,0
14,Nintendo,,0.02,0.02
15,Windows,,90.95,91.36
15,Android,,0.12,0.12
15,iOS,,0.64,0.59
15,OS X,,5.79,5.67
15,Linux,,0.78,0.77
15,SymbianOS,,0.73,0.68
15,BlackBerry OS,,0.31,0.25
15,Samsung,,0.04,0.03
15,Nokia,,0,0
15,Chrome OS,,0,0
15,Playstation,,0.16,0.15
15,Sony Ericsson,,0.13,0.12
15,KaiOS,,0,0
15,bada,,0,0
15,Tizen,,0,0
15,LG,,0,0
15,Xbox,,0,0
15,Nintendo,,0.02,0.02
16,Windows,,90.89,90.95
16,Android,,0.09,0.12
16,iOS,,0.7,0.64
16,OS X,,5.63,5.79
16,Linux,,0.79,0.78
16,SymbianOS,,0.77,0.73
16,BlackBerry OS,,0.33,0.31
16,Samsung,,0.07,0.04
16,Nokia,,0,0
16,Chrome OS,,0,0
16,Playstation,,0.17,0.16
16,Sony Ericsson,,0.14,0.13
16,KaiOS,,0,0
16,bada,,0,0
16,Tizen,,0,0
16,LG,,0,0
16,Xbox,,0,0
16,Nintendo,,0.02,0.02
17,Windows,,90.88,90.89
17,Android,,0.1,0.09
17,iOS,,0.79,0.7
17,OS X,,5.42,5.63
17,Linux,,0.78,0.79
17,SymbianOS,,0.86,0.77
17,BlackBerry OS,,0.39,0.33
17,Samsung,,0.09,0.07
17,Nokia,,0,0
17,Chrome OS,,0,0
17,Playstation,,0.17,0.17
17,Sony Ericsson,,0.15,0.14
17,KaiOS,,0,0
17,bada,,0,0
17,Tizen,,0,0
17,LG,,0,0
17,Xbox,,0,0
17,Nintendo,,0.03,0.02
18,Windows,,90.63,90.88
18,Android,,0.23,0.1
18,iOS,,0.88,0.79
18,OS X,,5.38,5.42
18,Linux,,0.75,0.78
18,SymbianOS,,0.92,0.86
18,BlackBerry OS,,0.47,0.39
18,Samsung,,0.08,0.09
18,Nokia,,0,0
18,Chrome OS,,0,0
18,Playstation,,0.18,0.17
18,Sony Ericsson,,0.16,0.15
18,KaiOS,,0,0
18,bada,,0,0
18,Tizen,,0,0
18,LG,,0,0
18,Xbox,,0,0
18,Nintendo,,0.03,0.03
19,Windows,,90.13,90.63
19,Android,,0.3,0.23
19,iOS,,1,0.88
19,OS X,,5.48,5.38
19,Linux,,0.77,0.75
19,SymbianOS,,1.01,0.92
19,BlackBerry OS,,0.54,0.47
19,Samsung,,0.09,0.08
19,Nokia,,0,0
19,Chrome OS,,0,0
19,Playstation,,0.17,0.18
19,Sony Ericsson,,0.17,0.16
19,KaiOS,,0,0
19,bada,,0,0
19,Tizen,,0,0
19,LG,,0.01,0
19,Xbox,,0,0
19,Nintendo,,0.03,0.03
20,Windows,,89.64,90.13
20,Android,,0.34,0.3
20,iOS,,1,1
20,OS X,,5.69,5.48
20,Linux,,0.76,0.77
20,SymbianOS,,1.14,1.01
20,BlackBerry OS,,0.63,0.54
20,Samsung,,0.1,0.09
20,Nokia,,0,0
20,Chrome OS,,0,0
20,Playstation,,0.15,0.17
20,Sony Ericsson,,0.2,0.17
20,KaiOS,,0,0
20,bada,,0,0
20,Tizen,,0,0
20,LG,,0,0.01
20,Xbox,,0,0
20,Nintendo,,0.02,0.03
21,Windows,,89.2,89.64
21,Android,,0.41,0.34
21,iOS,,1.08,1
21,OS X,,5.82,5.69
21,Linux,,0.74,0.76
21,SymbianOS,,1.25,1.14
21,BlackBerry OS,,0.69,0.63
21,Samsung,,0.11,0.1
21,Nokia,,0,0
21,Chrome OS,,0,0
21,Playstation,,0.15,0.15
21,Sony Ericsson,,0.21,0.2
21,KaiOS,,0,0
21,bada,,0,0
21,Tizen,,0,0
21,LG,,0,0
21,Xbox,,0,0
21,Nintendo,,0.02,0.02
22,Windows,,88.81,89.2
22,Android,,0.47,0.41
22,iOS,,1.13,1.08
22,OS X,,5.97,5.82
22,Linux,,0.75,0.74
22,SymbianOS,,1.29,1.25
22,BlackBerry OS,,0.77,0.69
22,Samsung,,0.14,0.11
22,Nokia,,0,0
22,Chrome OS,,0,0
22,Playstation,,0.14,0.15
22,Sony Ericsson,,0.2,0.21
22,KaiOS,,0,0
22,bada,,0,0
22,Tizen,,0,0
22,LG,,0,0
22,Xbox,,0,0
22,Nintendo,,0.02,0.02
23,Windows,,88.65,88.81
23,Android,,0.56,0.47
23,iOS,,1.28,1.13
23,OS X,,6,5.97
23,Linux,,0.72,0.75
23,SymbianOS,,1.22,1.29
23,BlackBerry OS,,0.74,0.77
23,Samsung,,0.17,0.14
23,Nokia,,0,0
23,Chrome OS,,0,0
23,Playstation,,0.16,0.14
23,Sony Ericsson,,0.18,0.2
23,KaiOS,,0,0
23,bada,,0,0
23,Tizen,,0,0
23,LG,,0,0
23,Xbox,,0,0
23,Nintendo,,0.02,0.02
24,Windows,,88.08,88.65
24,Android,,0.63,0.56
24,iOS,,1.49,1.28
24,OS X,,6.28,6
24,Linux,,0.71,0.72
24,SymbianOS,,1.3,1.22
24,BlackBerry OS,,0.65,0.74
24,Samsung,,0.19,0.17
24,Nokia,,0,0
24,Chrome OS,,0,0
24,Playstation,,0.16,0.16
24,Sony Ericsson,,0.17,0.18
24,KaiOS,,0,0
24,bada,,0,0
24,Tizen,,0,0
24,LG,,0.01,0
24,Xbox,,0,0
24,Nintendo,,0.02,0.02
25,Windows,,87.91,88.08
25,Android,,0.69,0.63
25,iOS,,1.51,1.49
25,OS X,,6.3,6.28
25,Linux,,0.72,0.71
25,SymbianOS,,1.36,1.3
25,BlackBerry OS,,0.65,0.65
25,Samsung,,0.2,0.19
25,Nokia,,0,0
25,Chrome OS,,0,0
25,Playstation,,0.14,0.16
25,Sony Ericsson,,0.17,0.17
25,KaiOS,,0,0
25,bada,,0,0
25,Tizen,,0,0
25,LG,,0.01,0.01
25,Xbox,,0,0
25,Nintendo,,0.02,0.02
26,Windows,,87.71,87.91
26,Android,,0.76,0.69
26,iOS,,1.58,1.51
26,OS X,,6.22,6.3
26,Linux,,0.73,0.72
26,SymbianOS,,1.44,1.36
26,BlackBerry OS,,0.66,0.65
26,Samsung,,0.22,0.2
26,Nokia,,0,0
26,Chrome OS,,0,0
26,Playstation,,0.14,0.14
26,Sony Ericsson,,0.18,0.17
26,KaiOS,,0,0
26,bada,,0,0
26,Tizen,,0,0
26,LG,,0.01,0.01
26,Xbox,,0,0
26,Nintendo,,0.02,0.02
27,Windows,,87.22,87.71
27,Android,,0.86,0.76
27,iOS,,1.72,1.58
27,OS X,,6.13,6.22
27,Linux,,0.72,0.73
27,SymbianOS,,1.64,1.44
27,BlackBerry OS,,0.71,0.66
27,Samsung,,0.26,0.22
27,Nokia,,0,0
27,Chrome OS,,0,0
27,Playstation,,0.15,0.14
27,Sony Ericsson,,0.19,0.18
27,KaiOS,,0,0
27,bada,,0.01,0
27,Tizen,,0,0
27,LG,,0.01,0.01
27,Xbox,,0,0
27,Nintendo,,0.02,0.02
28,Windows,,86.69,87.22
28,Android,,1.05,0.86
28,iOS,,1.84,1.72
28,OS X,,5.99,6.13
28,Linux,,0.76,0.72
28,SymbianOS,,1.8,1.64
28,BlackBerry OS,,0.74,0.71
28,Samsung,,0.29,0.26
28,Nokia,,0,0
28,Chrome OS,,0,0
28,Playstation,,0.16,0.15
28,Sony Ericsson,,0.2,0.19
28,KaiOS,,0,0
28,bada,,0.02,0.01
28,Tizen,,0,0
28,LG,,0.01,0.01
28,Xbox,,0,0
28,Nintendo,,0.02,0.02
29,Windows,,85.97,86.69
29,Android,,1.22,1.05
29,iOS,,1.96,1.84
29,OS X,,5.86,5.99
29,Linux,,0.74,0.76
29,SymbianOS,,2.19,1.8
29,BlackBerry OS,,0.79,0.74
29,Samsung,,0.37,0.29
29,Nokia,,0,0
29,Chrome OS,,0,0
29,Playstation,,0.15,0.16
29,Sony Ericsson,,0.21,0.2
29,KaiOS,,0,0
29,bada,,0.03,0.02
29,Tizen,,0,0
29,LG,,0.01,0.01
29,Xbox,,0,0
29,Nintendo,,0.02,0.02
30,Windows,,85.45,85.97
30,Android,,1.39,1.22
30,iOS,,2.18,1.96
30,OS X,,5.79,5.86
30,Linux,,0.71,0.74
30,SymbianOS,,2.28,2.19
30,BlackBerry OS,,0.88,0.79
30,Samsung,,0.4,0.37
30,Nokia,,0,0
30,Chrome OS,,0,0
30,Playstation,,0.15,0.15
30,Sony Ericsson,,0.21,0.21
30,KaiOS,,0,0
30,bada,,0.03,0.03
30,Tizen,,0,0
30,LG,,0.01,0.01
30,Xbox,,0,0
30,Nintendo,,0.02,0.02
31,Windows,,85.25,85.45
31,Android,,1.54,1.39
31,iOS,,2.22,2.18
31,OS X,,5.83,5.79
31,Linux,,0.72,0.71
31,SymbianOS,,2.29,2.28
31,BlackBerry OS,,0.85,0.88
31,Samsung,,0.43,0.4
31,Nokia,,0,0
31,Chrome OS,,0,0
31,Playstation,,0.16,0.15
31,Sony Ericsson,,0.19,0.21
31,KaiOS,,0,0
31,bada,,0.03,0.03
31,Tizen,,0,0
31,LG,,0.01,0.01
31,Xbox,,0,0
31,Nintendo,,0.02,0.02
32,Windows,,85,85.25
32,Android,,1.48,1.54
32,iOS,,2.36,2.22
32,OS X,,6.32,5.83
32,Linux,,0.75,0.72
32,SymbianOS,,2.15,2.29
32,BlackBerry OS,,0.73,0.85
32,Samsung,,0.38,0.43
32,Nokia,,0,0
32,Chrome OS,,0,0
32,Playstation,,0.16,0.16
32,Sony Ericsson,,0.15,0.19
32,KaiOS,,0,0
32,bada,,0.03,0.03
32,Tizen,,0,0
32,LG,,0.01,0.01
32,Xbox,,0,0
32,Nintendo,,0.02,0.02
33,Windows,,84.58,85
33,Android,,1.58,1.48
33,iOS,,2.58,2.36
33,OS X,,6.71,6.32
33,Linux,,0.79,0.75
33,SymbianOS,,1.95,2.15
33,BlackBerry OS,,0.63,0.73
33,Samsung,,0.34,0.38
33,Nokia,,0,0
33,Chrome OS,,0,0
33,Playstation,,0.16,0.16
33,Sony Ericsson,,0.13,0.15
33,KaiOS,,0,0
33,bada,,0.03,0.03
33,Tizen,,0,0
33,LG,,0.01,0.01
33,Xbox,,0,0
33,Nintendo,,0.02,0.02
34,Windows,,84.25,84.58
34,Android,,1.66,1.58
34,iOS,,2.83,2.58
34,OS X,,6.56,6.71
34,Linux,,0.79,0.79
34,SymbianOS,,2.15,1.95
34,BlackBerry OS,,0.59,0.63
34,Samsung,,0.38,0.34
34,Nokia,,0,0
34,Chrome OS,,0,0
34,Playstation,,0.15,0.16
34,Sony Ericsson,,0.13,0.13
34,KaiOS,,0,0
34,bada,,0.04,0.03
34,Tizen,,0,0
34,LG,,0.01,0.01
34,Xbox,,0,0
34,Nintendo,,0.02,0.02
35,Windows,,83.07,84.25
35,Android,,1.93,1.66
35,iOS,,3.12,2.83
35,OS X,,6.45,6.56
35,Linux,,0.77,0.79
35,SymbianOS,,2.69,2.15
35,BlackBerry OS,,0.64,0.59
35,Samsung,,0.45,0.38
35,Nokia,,0,0
35,Chrome OS,,0,0
35,Playstation,,0.16,0.15
35,Sony Ericsson,,0.16,0.13
35,KaiOS,,0,0
35,bada,,0.04,0.04
35,Tizen,,0,0
35,LG,,0.01,0.01
35,Xbox,,0,0
35,Nintendo,,0.02,0.02
36,Windows,,82.06,83.07
36,Android,,2.19,1.93
36,iOS,,3.61,3.12
36,OS X,,6.71,6.45
36,Linux,,0.76,0.77
36,SymbianOS,,2.71,2.69
36,BlackBerry OS,,0.61,0.64
36,Samsung,,0.5,0.45
36,Nokia,,0,0
36,Chrome OS,,0,0
36,Playstation,,0.14,0.16
36,Sony Ericsson,,0.15,0.16
36,KaiOS,,0,0
36,bada,,0.04,0.04
36,Tizen,,0,0
36,LG,,0.01,0.01
36,Xbox,,0,0
36,Nintendo,,0.02,0.02
37,Windows,,81.92,82.06
37,Android,,2.35,2.19
37,iOS,,3.83,3.61
37,OS X,,6.78,6.71
37,Linux,,0.77,0.76
37,SymbianOS,,2.58,2.71
37,BlackBerry OS,,0.6,0.61
37,Samsung,,0.43,0.5
37,Nokia,,0,0
37,Chrome OS,,0,0
37,Playstation,,0.05,0.14
37,Sony Ericsson,,0.13,0.15
37,KaiOS,,0,0
37,bada,,0.04,0.04
37,Tizen,,0,0
37,LG,,0.01,0.01
37,Xbox,,0,0
37,Nintendo,,0.02,0.02
38,Windows,,81.4,81.92
38,Android,,2.37,2.35
38,iOS,,3.88,3.83
38,OS X,,6.66,6.78
38,Linux,,0.77,0.77
38,SymbianOS,,2.83,2.58
38,BlackBerry OS,,0.6,0.6
38,Samsung,,0.54,0.43
38,Nokia,,0,0
38,Chrome OS,,0,0
38,Playstation,,0.07,0.05
38,Sony Ericsson,,0.15,0.13
38,KaiOS,,0,0
38,bada,,0.06,0.04
38,Tizen,,0,0
38,LG,,0.01,0.01
38,Xbox,,0,0
38,Nintendo,,0.02,0.02
39,Windows,,80.31,81.4
39,Android,,2.56,2.37
39,iOS,,4.2,3.88
39,OS X,,6.93,6.66
39,Linux,,0.78,0.77
39,SymbianOS,,2.73,2.83
39,BlackBerry OS,,0.61,0.6
39,Samsung,,0.65,0.54
39,Nokia,,0,0
39,Chrome OS,,0,0
39,Playstation,,0.13,0.07
39,Sony Ericsson,,0.15,0.15
39,KaiOS,,0,0
39,bada,,0.07,0.06
39,Tizen,,0,0
39,LG,,0.01,0.01
39,Xbox,,0,0
39,Nintendo,,0.02,0.02
40,Windows,,79.9,80.31
40,Android,,2.71,2.56
40,iOS,,4.33,4.2
40,OS X,,6.69,6.93
40,Linux,,0.78,0.78
40,SymbianOS,,2.05,2.73
40,BlackBerry OS,,0.6,0.61
40,Samsung,,0.73,0.65
40,Nokia,,0,0
40,Chrome OS,,0,0
40,Playstation,,0.12,0.13
40,Sony Ericsson,,0.15,0.15
40,KaiOS,,0,0
40,bada,,0.08,0.07
40,Tizen,,0,0
40,LG,,0.01,0.01
40,Xbox,,0,0
40,Nintendo,,0.02,0.02
41,Windows,,79.72,79.9
41,Android,,2.94,2.71
41,iOS,,4.71,4.33
41,OS X,,6.32,6.69
41,Linux,,0.76,0.78
41,SymbianOS,,1.8,2.05
41,BlackBerry OS,,0.57,0.6
41,Samsung,,0.75,0.73
41,Nokia,,0,0
41,Chrome OS,,0,0
41,Playstation,,0.13,0.12
41,Sony Ericsson,,0.13,0.15
41,KaiOS,,0,0
41,bada,,0.08,0.08
41,Tizen,,0,0
41,LG,,0.01,0.01
41,Xbox,,0,0
41,Nintendo,,0.02,0.02
42,Windows,,79.14,79.72
42,Android,,3.29,2.94
42,iOS,,5.16,4.71
42,OS X,,6.16,6.32
42,Linux,,0.75,0.76
42,SymbianOS,,1.49,1.8
42,BlackBerry OS,,0.58,0.57
42,Samsung,,0.74,0.75
42,Nokia,,0,0
42,Chrome OS,,0,0
42,Playstation,,0.14,0.13
42,Sony Ericsson,,0.13,0.13
42,KaiOS,,0,0
42,bada,,0.08,0.08
42,Tizen,,0,0
42,LG,,0.01,0.01
42,Xbox,,0,0
42,Nintendo,,0.02,0.02
43,Windows,,78.47,79.14
43,Android,,3.61,3.29
43,iOS,,5.25,5.16
43,OS X,,6.35,6.16
43,Linux,,0.74,0.75
43,SymbianOS,,1.44,1.49
43,BlackBerry OS,,0.56,0.58
43,Samsung,,0.75,0.74
43,Nokia,,0,0
43,Chrome OS,,0.01,0
43,Playstation,,0.14,0.14
43,Sony Ericsson,,0.12,0.13
43,KaiOS,,0,0
43,bada,,0.08,0.08
43,Tizen,,0,0
43,LG,,0.01,0.01
43,Xbox,,0,0
43,Nintendo,,0.02,0.02
44,Windows,,77.84,78.47
44,Android,,3.84,3.61
44,iOS,,5.29,5.25
44,OS X,,6.61,6.35
44,Linux,,0.77,0.74
44,SymbianOS,,1.42,1.44
44,BlackBerry OS,,0.56,0.56
44,Samsung,,0.78,0.75
44,Nokia,,0,0
44,Chrome OS,,0.01,0.01
44,Playstation,,0.13,0.14
44,Sony Ericsson,,0.11,0.12
44,KaiOS,,0,0
44,bada,,0.08,0.08
44,Tizen,,0,0
44,LG,,0.01,0.01
44,Xbox,,0,0
44,Nintendo,,0.02,0.02
45,Windows,,77.45,77.84
45,Android,,4.07,3.84
45,iOS,,5.38,5.29
45,OS X,,6.69,6.61
45,Linux,,0.78,0.77
45,SymbianOS,,1.39,1.42
45,BlackBerry OS,,0.54,0.56
45,Samsung,,0.8,0.78
45,Nokia,,0,0
45,Chrome OS,,0.01,0.01
45,Playstation,,0.13,0.13
45,Sony Ericsson,,0.11,0.11
45,KaiOS,,0,0
45,bada,,0.08,0.08
45,Tizen,,0,0
45,LG,,0.01,0.01
45,Xbox,,0,0
45,Nintendo,,0.02,0.02
46,Windows,,76.64,77.45
46,Android,,4.56,4.07
46,iOS,,5.66,5.38
46,OS X,,6.61,6.69
46,Linux,,0.77,0.78
46,SymbianOS,,1.38,1.39
46,BlackBerry OS,,0.53,0.54
46,Samsung,,0.82,0.8
46,Nokia,,0,0
46,Chrome OS,,0.01,0.01
46,Playstation,,0.13,0.13
46,Sony Ericsson,,0.11,0.11
46,KaiOS,,0,0
46,bada,,0.07,0.08
46,Tizen,,0,0
46,LG,,0.01,0.01
46,Xbox,,0,0
46,Nintendo,,0.02,0.02
47,Windows,,75.26,76.64
47,Android,,5.39,4.56
47,iOS,,6.08,5.66
47,OS X,,6.33,6.61
47,Linux,,0.74,0.77
47,SymbianOS,,1.5,1.38
47,BlackBerry OS,,0.53,0.53
47,Samsung,,0.92,0.82
47,Nokia,,0,0
47,Chrome OS,,0.01,0.01
47,Playstation,,0.13,0.13
47,Sony Ericsson,,0.12,0.11
47,KaiOS,,0,0
47,bada,,0.08,0.07
47,Tizen,,0,0
47,LG,,0.01,0.01
47,Xbox,,0,0
47,Nintendo,,0.02,0.02
48,Windows,,75.02,75.26
48,Android,,5.9,5.39
48,iOS,,6.59,6.08
48,OS X,,6.54,6.33
48,Linux,,0.8,0.74
48,SymbianOS,,1.2,1.5
48,BlackBerry OS,,0.5,0.53
48,Samsung,,0.68,0.92
48,Nokia,,0,0
48,Chrome OS,,0.01,0.01
48,Playstation,,0.13,0.13
48,Sony Ericsson,,0.1,0.12
48,KaiOS,,0,0
48,bada,,0.06,0.08
48,Tizen,,0,0
48,LG,,0,0.01
48,Xbox,,0,0
48,Nintendo,,0.02,0.02
49,Windows,,74.46,75.02
49,Android,,6.04,5.9
49,iOS,,7.14,6.59
49,OS X,,6.5,6.54
49,Linux,,0.86,0.8
49,SymbianOS,,1.12,1.2
49,BlackBerry OS,,0.49,0.5
49,Samsung,,0.66,0.68
49,Nokia,,0,0
49,Chrome OS,,0.01,0.01
49,Playstation,,0.12,0.13
49,Sony Ericsson,,0.09,0.1
49,KaiOS,,0,0
49,bada,,0.06,0.06
49,Tizen,,0,0
49,LG,,0,0
49,Xbox,,0,0
49,Nintendo,,0.02,0.02
50,Windows,,74.56,74.46
50,Android,,6.09,6.04
50,iOS,,7.21,7.14
50,OS X,,6.28,6.5
50,Linux,,0.87,0.86
50,SymbianOS,,1.1,1.12
50,BlackBerry OS,,0.49,0.49
50,Samsung,,0.64,0.66
50,Nokia,,0,0
50,Chrome OS,,0.02,0.01
50,Playstation,,0.11,0.12
50,Sony Ericsson,,0.09,0.09
50,KaiOS,,0,0
50,bada,,0.06,0.06
50,Tizen,,0,0
50,LG,,0,0
50,Xbox,,0,0
50,Nintendo,,0.02,0.02
51,Windows,,75.34,74.56
51,Android,,6.04,6.09
51,iOS,,6.78,7.21
51,OS X,,6.15,6.28
51,Linux,,0.96,0.87
51,SymbianOS,,1.03,1.1
51,BlackBerry OS,,0.47,0.49
51,Samsung,,0.6,0.64
51,Nokia,,0,0
51,Chrome OS,,0.02,0.02
51,Playstation,,0.1,0.11
51,Sony Ericsson,,0.08,0.09
51,KaiOS,,0,0
51,bada,,0.05,0.06
51,Tizen,,0,0
51,LG,,0,0
51,Xbox,,0,0
51,Nintendo,,0.02,0.02
52,Windows,,74.32,75.34
52,Android,,6.37,6.04
52,iOS,,6.91,6.78
52,OS X,,6.21,6.15
52,Linux,,1.14,0.96
52,SymbianOS,,1.07,1.03
