country,category,url,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,Jun 01,Jun 02,Jun 03,Jun 04,Jun 05,Jun 06,Jun 07,Jun 08,Jun 09,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Jun 30,Jul 01,Jul 02,Jul 03,Jul 04,Jul 05,Jul 06,Jul 07,Jul 08,Jul 09,Jul 10,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Aug 01,Aug 02,Aug 03,Aug 04,Aug 05,Aug 06,Aug 07,Aug 08,Aug 09,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Sep 01,Sep 02,Sep 03,Sep 04,Sep 05,Sep 06,Sep 07,Sep 08,Sep 09,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Oct 01,Oct 02,Oct 03,Oct 04,Oct 05,Oct 06,Oct 07,Oct 08,Oct 09,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,Nov 01,Nov 02,Nov 03,Nov 04,Nov 05,Nov 06,Nov 07,Nov 08,Nov 09,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21
Gambia,Africa,https://cdn.countryflags.com/thumbs/gambia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","",1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,17.0,17.0,17.0,17.0,17.0,18.0,20.0,20.0,20.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,30.0,34.0,34.0,36.0,36.0,37.0,37.0,41.0,42.0,42.0,43.0,44.0,45.0,45.0,47.0,47.0,49.0,55.0,55.0,57.0,57.0,61.0,61.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,78.0,78.0,93.0,93.0,112.0,112.0,146.0,170.0,216.0,277.0,277.0,326.0,326.0,326.0,403.0,498.0,498.0,498.0,498.0,671.0,799.0,935.0,1090.0,1090.0,1235.0,1235.0,1346.0,1477.0,1556.0,1623.0,1689.0,1872.0,1872.0,1872.0,2288.0,2401.0,2437.0,2437.0,2437.0,2585.0,2686.0,2708.0,2743.0,2797.0,2895.0,2963.0,2963.0,3029.0,3067.0,3101.0,3120.0,3150.0,3197.0,3197.0,3275.0,3293.0,3330.0,3362.0,3376.0,3405.0,3405.0,3428.0,3440.0,3473.0,3485.0,3504.0,3526.0,3540.0,3540.0,3542.0,3552.0,3555.0,3555.0,3569.0,3569.0,3579.0,3579.0,3584.0,3585.0,3590.0,3594.0,3594.0,3613.0,3613.0,3617.0,3621.0,3628.0,3632.0,3636.0,3636.0,3644.0,3644.0,3649.0,3649.0,3649.0,3655.0,3655.0,3657.0,3659.0,3659.0,3659.0,3660.0,3665.0,3665.0,3666.0,3666.0,3670.0,3672.0,3672.0,3672.0,3679.0,3680.0,3680.0,3681.0,3684.0,3684.0,3684.0,3684.0,3697.0,3697.0,3698.0,3698.0,3702.0,3705.0,3705.0,3705.0,3705.0,3705.0
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,"","","","","","","","","","","","",2.0,"",2.0,2.0,6.0,6.0,7.0,11.0,16.0,21.0,24.0,27.0,53.0,68.0,132.0,137.0,141.0,152.0,152.0,152.0,195.0,204.0,205.0,214.0,214.0,287.0,287.0,313.0,378.0,378.0,408.0,566.0,566.0,636.0,641.0,641.0,641.0,834.0,1042.0,1042.0,1042.0,1154.0,1154.0,1279.0,1279.0,1550.0,1550.0,1671.0,1671.0,2074.0,2074.0,2169.0,2169.0,2719.0,2719.0,3091.0,3091.0,4012.0,4263.0,4263.0,4700.0,5127.0,5408.0,5530.0,5638.0,5735.0,5735.0,5735.0,6096.0,6269.0,6486.0,6617.0,6617.0,6683.0,6808.0,7117.0,7303.0,7303.0,7616.0,7768.0,8070.0,8070.0,8297.0,8548.0,8885.0,9168.0,9462.0,9638.0,9910.0,10201.0,10358.0,10358.0,11118.0,11422.0,11964.0,11964.0,12193.0,12590.0,12929.0,13203.0,13711.0,14154.0,14154.0,14568.0,15013.0,15473.0,15834.0,16431.0,17351.0,17351.0,17741.0,18134.0,18134.0,19388.0,19388.0,20085.0,21077.0,21968.0,22822.0,23463.0,23834.0,24248.0,24518.0,24988.0,24988.0,25430.0,26125.0,26572.0,27060.0,27667.0,28430.0,28989.0,29672.0,30366.0,31057.0,31851.0,32969.0,33624.0,34406.0,35142.0,35142.0,35501.0,37014.0,37014.0,37812.0,37812.0,39075.0,40097.0,40097.0,40533.0,41003.0,41212.0,41404.0,41725.0,41847.0,42063.0,42210.0,42532.0,42653.0,42993.0,43094.0,43260.0,43325.0,43505.0,43505.0,43622.0,43717.0,43841.0,43841.0,43949.0,44118.0,44205.0,44298.0,44460.0,44658.0,44713.0,44777.0,44777.0,44777.0,45012.0,45012.0,45313.0,45313.0,45388.0,45434.0,45434.0,45601.0,45655.0,45655.0,45714.0,45857.0,45877.0,46004.0,46062.0,46116.0,46153.0,46222.0,46222.0,46222.0,46387.0,46482.0,46482.0,46656.0,46656.0,46694.0,46803.0,46829.0,46829.0,46829.0,46829.0,46947.0,46987.0,47005.0,47005.0,47030.0,47126.0,47126.0,47173.0,47173.0,47232.0,47310.0,47372.0,47461.0,47461.0,47538.0,47601.0,47690.0,47690.0,47775.0,47775.0,47775.0,48055.0,48055.0,48124.0,48124.0,48200.0,48200.0,48643.0,48788.0,48788.0,48904.0,49202.0,49202.0,49302.0,49302.0,50018.0,50018.0,50018.0,50123.0,50376.0,50457.0,50457.0,50631.0,50631.0
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,"","","","","","","","","","","","","",1.0,1.0,"",1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,8.0,8.0,16.0,16.0,30.0,52.0,52.0,111.0,121.0,128.0,144.0,164.0,194.0,212.0,250.0,250.0,319.0,363.0,404.0,438.0,477.0,477.0,579.0,622.0,688.0,761.0,862.0,954.0,996.0,1094.0,1163.0,1240.0,1351.0,1495.0,1537.0,1586.0,1586.0,1710.0,1811.0,1856.0,1927.0,2009.0,2042.0,2146.0,2213.0,2213.0,2374.0,2473.0,2531.0,2658.0,2658.0,2796.0,2863.0,2863.0,3067.0,3067.0,3176.0,3275.0,3275.0,3358.0,3446.0,3553.0,3656.0,3706.0,3771.0,3844.0,3844.0,3886.0,3991.0,4060.0,4117.0,4165.0,4216.0,4258.0,4258.0,4372.0,4426.0,4484.0,4532.0,4572.0,4639.0,4668.0,4841.0,4904.0,4960.0,4988.0,4988.0,5104.0,5174.0,5211.0,5260.0,5291.0,5342.0,5351.0,5391.0,5404.0,5450.0,5521.0,5570.0,5610.0,5636.0,5697.0,5697.0,5881.0,5969.0,6044.0,6141.0,6141.0,6141.0,6276.0,6276.0,6430.0,6491.0,6544.0,6590.0,6652.0,6747.0,6806.0,6867.0,6927.0,7008.0,7055.0,7126.0,7183.0,7242.0,7308.0,7317.0,7364.0,7364.0,7489.0,7575.0,7664.0,7777.0,7875.0,7930.0,7930.0,8018.0,8116.0,8198.0,8260.0,8343.0,8482.0,8620.0,8715.0,8792.0,8876.0,8932.0,8932.0,8967.0,9013.0,9128.0,9167.0,9213.0,9251.0,9251.0,9371.0,9409.0,9479.0,9479.0,9526.0,9579.0,9649.0,9722.0,9798.0,9848.0,9885.0,9946.0,9979.0,10020.0,10020.0,10061.0,10111.0,10154.0,10154.0,10231.0,10286.0,10325.0,10344.0,10387.0,10434.0,10478.0,10478.0,10548.0,10580.0,10598.0,10634.0,10652.0,10652.0,10735.0,10735.0,10754.0,10800.0,10863.0,10863.0,10901.0,10954.0,10996.0,11022.0,11062.0,11134.0,11188.0,11255.0,11362.0,11478.0,11518.0,11518.0,11538.0,11635.0,11635.0,11635.0,11669.0,11669.0,11669.0,11819.0,11819.0,12020.0,12072.0,12072.0,12195.0,12213.0,12213.0,12331.0,12363.0,12363.0,12400.0,12426.0,12459.0,12484.0,12516.0,12537.0,12537.0,12585.0,12611.0,12624.0,12654.0,12713.0,12713.0,12798.0
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,2.0,2.0,2.0,2.0,8.0,9.0,9.0,15.0,18.0,18.0,33.0,33.0,33.0,35.0,35.0,38.0,39.0,39.0,40.0,43.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,53.0,73.0,73.0,77.0,205.0,257.0,257.0,292.0,413.0,475.0,475.0,564.0,594.0,641.0,726.0,761.0,820.0,820.0,913.0,913.0,913.0,990.0,990.0,1038.0,1038.0,1089.0,1089.0,1114.0,1173.0,1173.0,1173.0,1178.0,1178.0,1256.0,1256.0,1322.0,1339.0,1339.0,1339.0,1346.0,1368.0,1368.0,1368.0,1389.0,1389.0,1389.0,1389.0,1389.0,1460.0,1460.0,1460.0,1492.0,1492.0,1512.0,1512.0,1541.0,1541.0,1556.0,1556.0,1556.0,1556.0,1556.0,1614.0,1614.0,1614.0,1654.0,1654.0,1654.0,1710.0,1765.0,1765.0,1765.0,1790.0,1790.0,1790.0,1790.0,1842.0,1842.0,1842.0,1902.0,1902.0,1927.0,1927.0,1927.0,1927.0,1950.0,1954.0,1954.0,1954.0,1954.0,1954.0,1954.0,1954.0,1954.0,1954.0,1981.0,1981.0,1981.0,1981.0,1981.0,2032.0,2032.0,2032.0,2032.0,2052.0,2052.0,2052.0,2052.0,2052.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,2149.0,2149.0,2149.0,2149.0,2149.0,2149.0,2149.0,2149.0,2205.0,2205.0,2205.0,2205.0,2205.0,2205.0,2245.0,2245.0,2245.0,2245.0,2245.0,2245.0,2245.0,2275.0,2275.0,2275.0,2275.0,2275.0,2275.0,2275.0,2303.0,2303.0,2303.0,2303.0,2303.0,2303.0,2303.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,2385.0,2385.0,2385.0,2385.0,2385.0,2389.0,2389.0,2389.0,2389.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2414.0,2414.0,2419.0,2419.0,2419.0,2419.0,2421.0,2421.0,2421.0,2421.0
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,"","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,7.0,7.0,7.0,7.0,15.0,16.0,25.0,25.0,31.0,31.0,38.0,42.0,50.0,59.0,81.0,110.0,122.0,126.0,142.0,158.0,172.0,179.0,184.0,189.0,191.0,197.0,208.0,216.0,225.0,234.0,246.0,262.0,270.0,281.0,281.0,303.0,320.0,336.0,343.0,355.0,363.0,374.0,384.0,396.0,411.0,435.0,465.0,490.0,535.0,582.0,607.0,621.0,649.0,672.0,700.0,715.0,737.0,758.0,781.0,830.0,887.0,912.0,963.0,1029.0,1109.0,1161.0,1192.0,1214.0,1286.0,1348.0,1471.0,1618.0,1745.0,1888.0,1962.0,2021.0,2093.0,2216.0,2340.0,2474.0,2600.0,2767.0,2862.0,2989.0,3094.0,3215.0,3305.0,3457.0,3594.0,3727.0,3860.0,4044.0,4257.0,4374.0,4478.0,4738.0,4797.0,4952.0,5206.0,5384.0,5533.0,5811.0,6070.0,6190.0,6366.0,6673.0,6941.0,7188.0,7577.0,7886.0,8067.0,8250.0,8528.0,8975.0,9448.0,9726.0,10105.0,10294.0,10791.0,11252.0,11673.0,12062.0,12750.0,13353.0,13771.0,14168.0,14805.0,15601.0,16268.0,16643.0,17603.0,17975.0,18581.0,19125.0,19913.0,20636.0,21363.0,22053.0,22597.0,23202.0,23873.0,24411.0,25138.0,25837.0,26436.0,26928.0,27425.0,28104.0,28754.0,29334.0,29849.0,30120.0,30365.0,30636.0,31015.0,31441.0,31763.0,32118.0,32364.0,32557.0,32803.0,33016.0,33389.0,33630.0,33794.0,34057.0,34201.0,34315.0,34493.0,34705.0,34884.0,35020.0,35103.0,35205.0,35356.0,35460.0,35603.0,35793.0,35969.0,36157.0,36157.0,36205.0,36301.0,36576.0,36724.0,36829.0,36981.0,37079.0,37218.0,37348.0,37489.0,37707.0,37871.0,38115.0,38168.0,38378.0,38529.0,38713.0,38923.0,39184.0,39427.0,39449.0,39586.0,39907.0,40178.0,40620.0,41158.0,41546.0,41619.0,41937.0,42541.0,43143.0,43580.0,44196.0,44881.0,45076.0,45647.0,46144.0,47212.0,47843.0,48790.0,49721.0,49997.0,50833.0,51851.0,52612.0,53797.0,55192.0,55877.0,56601.0,57093.0,58587.0,59595.0,60704.0,61769.0,62488.0,63244.0,64588.0,64588.0,66723.0,68193.0,69273.0,70245.0,70804.0,71729.0,72686.0,74145.0,75193.0
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,17.0,20.0,24.0,24.0,27.0,27.0,27.0,35.0,35.0,35.0,35.0,79.0,91.0,91.0,91.0,134.0,134.0,184.0,233.0,233.0,245.0,256.0,256.0,311.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,419.0,446.0,505.0,505.0,576.0,604.0,604.0,702.0,718.0,718.0,726.0,726.0,742.0,742.0,742.0,742.0,781.0,781.0,798.0,815.0,884.0,903.0,946.0,946.0,946.0,946.0,996.0,1015.0,1015.0,1015.0,1015.0,1049.0,1051.0,1051.0,1051.0,1051.0,1066.0,1085.0,1085.0,1085.0,1085.0,1148.0,1148.0,1148.0,1148.0,1164.0,1164.0,1164.0,1245.0,1245.0,1245.0,1245.0,1245.0,1327.0,1327.0,1327.0,1390.0,1424.0,1424.0,1424.0,1424.0,1507.0,1558.0,1558.0,1558.0,1565.0,1576.0,1595.0,1639.0,1680.0,1680.0,1680.0,1683.0,1683.0,1683.0,1786.0,1800.0,1800.0,1805.0,1805.0,1805.0,1833.0,1833.0,1833.0,1833.0,1833.0,1833.0,1833.0,1918.0,1918.0,1923.0,1934.0,1940.0,1943.0,1947.0,1947.0,1947.0,1947.0,1947.0,1947.0,1953.0,1961.0,1963.0,1963.0,1967.0,1967.0,1967.0,1967.0,2026.0,2026.0,2026.0,2041.0,2041.0,2041.0,2041.0,2041.0,2058.0,2058.0,2066.0
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,"","","","","","","","","","","","","","","","",1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,10.0,13.0,14.0,14.0,31.0,31.0,37.0,48.0,50.0,59.0,59.0,59.0,73.0,76.0,81.0,91.0,99.0,101.0,101.0,101.0,117.0,120.0,124.0,133.0,141.0,141.0,141.0,152.0,154.0,158.0,166.0,170.0,178.0,189.0,199.0,199.0,199.0,211.0,212.0,213.0,215.0,219.0,223.0,226.0,229.0,233.0,238.0,240.0,249.0,255.0,265.0,265.0,266.0,266.0,269.0,273.0,280.0,288.0,296.0,311.0,316.0,321.0,334.0,345.0,359.0,370.0,383.0,397.0,410.0,421.0,446.0,458.0,498.0,509.0,509.0,542.0,581.0,601.0,626.0,650.0,652.0,662.0,681.0,684.0,729.0,768.0,770.0,780.0,804.0,819.0,833.0,869.0,874.0,891.0,917.0,926.0,957.0,963.0,998.0,1010.0,1024.0,1024.0,1056.0,1070.0,1085.0,1088.0,1091.0,1107.0,1108.0,1114.0,1117.0,1135.0,1155.0,1162.0,1167.0,1177.0,1179.0,1181.0,1186.0,1189.0,1207.0,1214.0,1216.0,1221.0,1224.0,1230.0,1234.0,1237.0,1240.0,1250.0,1252.0,1252.0,1252.0,1257.0,1257.0,1277.0,1282.0,1282.0,1284.0,1285.0,1286.0,1286.0,1290.0,1295.0,1298.0,1298.0,1298.0,1304.0,1304.0,1304.0,1305.0,1305.0,1306.0,1306.0,1306.0,1307.0,1311.0,1311.0,1313.0,1315.0,1315.0,1316.0,1319.0,1321.0,1327.0,1332.0,1333.0,1334.0,1335.0,1335.0,1336.0,1336.0,1337.0,1338.0,1338.0,1338.0,1339.0,1342.0,1343.0,1343.0,1343.0,1346.0,1347.0,1348.0,1354.0,1354.0,1355.0,1360.0,1360.0,1363.0,1363.0,1371.0,1371.0,1372.0,1374.0,1377.0,1377.0,1377.0,1381.0,1384.0,1385.0,1385.0,1393.0,1393.0,1393.0,1416.0,1419.0,1419.0,1426.0,1426.0,1426.0,1426.0,1436.0,1436.0,1438.0,1440.0,1442.0,1442.0,1442.0,1452.0,1461.0,1461.0,1468.0,1491.0,1498.0,1507.0,1512.0,1512.0,1528.0,1539.0,1551.0
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,"","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,10.0,10.0,11.0,11.0,18.0,18.0,18.0,19.0,21.0,24.0,24.0,25.0,25.0,26.0,35.0,48.0,49.0,49.0,49.0,49.0,51.0,51.0,59.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,68.0,69.0,71.0,72.0,75.0,75.0,75.0,77.0,99.0,105.0,118.0,130.0,156.0,168.0,182.0,196.0,196.0,239.0,256.0,256.0,270.0,332.0,378.0,393.0,409.0,418.0,418.0,467.0,467.0,467.0,500.0,510.0,520.0,544.0,571.0,639.0,639.0,698.0,698.0,713.0,762.0,762.0,824.0,858.0,891.0,918.0,989.0,989.0,1046.0,1182.0,1182.0,1268.0,1342.0,1389.0,1433.0,1512.0,1563.0,1589.0,1652.0,1704.0,1791.0,1866.0,1960.0,2088.0,2176.0,2314.0,2425.0,2547.0,2547.0,2827.0,2827.0,3017.0,3222.0,3222.0,3621.0,3691.0,4063.0,4063.0,4224.0,4475.0,5079.0,5079.0,5232.0,5541.0,5929.0,6302.0,7050.0,7327.0,7738.0,7738.0,8579.0,8579.0,9068.0,9463.0,9707.0,10121.0,10437.0,11009.0,11281.0,11834.0,12274.0,12629.0,12958.0,13423.0,13966.0,14624.0,15156.0,15773.0,16445.0,17094.0,17749.0,18833.0,19583.0,20462.0,20939.0,21908.0,22348.0,22781.0,23515.0,24144.0,24936.0,25822.0,26438.0,27234.0,27949.0,28796.0,29446.0,30097.0,30632.0,31290.0,31828.0,32364.0,33213.0,34014.0,34525.0,35208.0,35717.0,36087.0,36809.0,37437.0,38468.0,39513.0,40292.0,41368.0,41686.0,42712.0,43821.0,44985.0,45821.0,46676.0,47845.0,47845.0,48790.0,49949.0,50906.0,51625.0,52620.0,53384.0,54374.0,56013.0,57223.0,57975.0,58874.0,59656.0,60628.0,61095.0,62045.0,62907.0,63688.0,64587.0,65440.0,66444.0,67039.0,68117.0,69040.0,70010.0,70885.0,71804.0,72628.0,72628.0,73602.0,74324.0,74936.0,75465.0,76006.0,76808.0
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","",3.0,3.0,3.0,17.0,19.0,19.0,23.0,24.0,28.0,37.0,44.0,46.0,54.0,59.0,65.0,71.0,72.0,77.0,85.0,93.0,93.0,102.0,102.0,106.0,106.0,108.0,110.0,111.0,117.0,117.0,121.0,121.0,121.0,121.0,121.0,122.0,124.0,124.0,128.0,128.0,128.0,132.0,135.0,135.0,149.0,149.0,158.0,158.0,169.0,169.0,169.0,171.0,186.0,192.0,212.0,230.0,238.0,283.0,304.0,322.0,326.0,371.0,405.0,448.0,448.0,527.0,542.0,586.0,612.0,656.0,698.0,758.0,771.0,826.0,845.0,908.0,957.0,975.0,1026.0,1052.0,1094.0,1138.0,1162.0,1203.0,1230.0,1252.0,1272.0,1290.0,1317.0,1378.0,1403.0,1443.0,1503.0,1596.0,1640.0,1724.0,1787.0,1829.0,1922.0,2005.0,2078.0,2138.0,2214.0,2303.0,2403.0,2512.0,2728.0,2728.0,3250.0,3472.0,3573.0,3782.0,4143.0,4578.0,4867.0,5080.0,5343.0,5605.0,6089.0,6467.0,6849.0,7049.0,7153.0,7548.0,8162.0,8381.0,8741.0,8866.0,9295.0,9690.0,10104.0,10317.0,10748.0,10868.0,11273.0,11528.0,11660.0,11895.0,12222.0,12526.0,12708.0,12922.0,13086.0,13202.0,13317.0,13397.0,13522.0,13643.0,13724.0,13827.0,13886.0,14009.0,14074.0,14154.0,14218.0,14277.0,14327.0,14402.0,14475.0,14554.0,14592.0,14696.0,14791.0,14843.0,14863.0,14957.0,15023.0,15106.0,15187.0,15269.0,15319.0,15352.0,15435.0,15520.0,15624.0,15669.0,15737.0,15757.0,15769.0,15803.0,15871.0,15871.0,15971.0,16020.0,16053.0,16073.0,16136.0,16167.0,16191.0,16221.0,16257.0,16285.0,16348.0,16377.0,16408.0,16454.0,16493.0,16529.0,16558.0,16570.0,16600.0,16633.0,16654.0,16676.0,16702.0,16718.0,16726.0,16754.0,16754.0,16754.0,16754.0,16810.0,16810.0,16810.0,16810.0,16810.0,16810.0,16810.0,16968.0,16968.0,16968.0,16968.0,16968.0,16968.0,16968.0,16968.0,17111.0,17111.0,17111.0,17111.0,17111.0,17213.0,17213.0,17223.0,17223.0,17223.0,17223.0,17223.0,17233.0,17233.0,17233.0,17233.0,17233.0,17233.0,17233.0,17233.0
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0,8.0,9.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,23.0,33.0,33.0,33.0,34.0,36.0,36.0,36.0,37.0,37.0,38.0,39.0,41.0,41.0,43.0,43.0,43.0,56.0,56.0,57.0,58.0,63.0,63.0,63.0,65.0,70.0,70.0,71.0,72.0,72.0,82.0,83.0,83.0,101.0,101.0,101.0,203.0,273.0,279.0,284.0,336.0,358.0,369.0,393.0,409.0,409.0,438.0,443.0,455.0,455.0,481.0,481.0,529.0,547.0,556.0,564.0,572.0,592.0,620.0,620.0,730.0,803.0,848.0,941.0,960.0,1005.0,1038.0,1146.0,1224.0,1265.0,1342.0,1402.0,1498.0,1613.0,1742.0,1818.0,1877.0,1929.0,1984.0,2069.0,2261.0,2364.0,2430.0,2497.0,2614.0,2712.0,2810.0,2907.0,2992.0,3045.0,3149.0,3302.0,3386.0,3453.0,3453.0,3640.0,3709.0,3709.0,3858.0,3981.0,4078.0,4186.0,4231.0,4273.0,4347.0,4426.0,4491.0,4575.0,4624.0,4658.0,4673.0,4712.0,4752.0,4912.0,4988.0,5026.0,5072.0,5072.0,5193.0,5240.0,5240.0,5282.0,5322.0,5322.0,5419.0,5423.0,5474.0,5496.0,5523.0,5528.0,5536.0,5566.0,5576.0,5579.0,5593.0,5608.0,5611.0,5614.0,5621.0,5630.0,5653.0,5655.0,5669.0,5678.0,5690.0,5697.0,5701.0,5701.0,5711.0,5716.0,5716.0,5731.0,5733.0,5737.0,5746.0,5747.0,5761.0,5763.0,5768.0,5770.0,5772.0,5773.0,5779.0,5783.0,5783.0,5786.0,5794.0,5796.0,5803.0,5809.0,5813.0,5821.0,5821.0,5824.0,5827.0,5829.0,5836.0,5842.0,5852.0,5857.0,5860.0,5861.0,5864.0,5874.0,5885.0,5887.0,5890.0,5894.0,5897.0,5904.0,5916.0,5923.0,5930.0,5932.0,5933.0,5934.0,5934.0,5940.0,5942.0,5948.0,5951.0,5953.0,5953.0,5955.0,5958.0,5962.0,5964.0,5965.0,5971.0,5995.0,5999.0,6002.0,6003.0
